Respondent,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data scientist,Database administrator,Desktop applications developer,Developer with stats/math background,DevOps,Embedded developer,Graphic designer,Graphics programming,Machine learning specialist,Mobile developer,Quality assurance engineer,Systems administrator,Web developer
32075,United Kingdom,6e4,6,FALSE,TRUE,500,Not remote,7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32086,Germany,25806.4516129032,5,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
32087,United Kingdom,51500,8,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32090,India,3171.3404786375,1,FALSE,TRUE,20,Not remote,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32111,Germany,63440.8602150538,2,FALSE,FALSE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32178,United Kingdom,6e4,16,FALSE,TRUE,1e4,Remote,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32184,United Kingdom,31250,1,FALSE,FALSE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32198,India,17618.5582146528,1,FALSE,TRUE,1e3,Not remote,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32235,India,5138.74614594039,2,FALSE,TRUE,1e4,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32241,Germany,70967.7419354839,10,TRUE,TRUE,20,Not remote,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32252,United Kingdom,41250,2,TRUE,TRUE,20,Not remote,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
32266,Germany,53763.4408602151,7,FALSE,TRUE,20,Not remote,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32273,United Kingdom,43750,2,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32276,United Kingdom,93750,20,TRUE,FALSE,20,Remote,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32298,Germany,45161.2903225806,3,TRUE,TRUE,500,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
32317,Germany,65591.3978494624,8,FALSE,FALSE,1e4,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32325,Germany,73118.2795698925,9,FALSE,FALSE,500,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32333,Germany,48387.0967741935,4,FALSE,TRUE,5e3,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32341,Germany,38709.6774193548,5,TRUE,TRUE,1,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32350,United Kingdom,15e3,1,FALSE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32358,India,3523.71164293055,0,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32360,Germany,64516.1290322581,10,FALSE,FALSE,20,Not remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
32372,United Kingdom,52500,7,FALSE,FALSE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32388,Canada,45454.5454545455,5,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32411,Germany,73118.2795698925,12,TRUE,TRUE,100,Remote,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
32416,Germany,53763.4408602151,8,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32417,Germany,48387.0967741935,3,FALSE,TRUE,100,Not remote,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32428,United Kingdom,51250,8,FALSE,TRUE,1e3,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32491,United Kingdom,57500,9,TRUE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32494,United States,105e3,11,FALSE,FALSE,1e3,Not remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32496,Germany,40860.2150537634,1,TRUE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32517,Germany,53763.4408602151,6,FALSE,TRUE,100,Not remote,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
32535,United Kingdom,40312.5,4,FALSE,TRUE,100,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32544,United States,74e3,2,FALSE,TRUE,100,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32546,United States,1e5,7,TRUE,TRUE,10,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32549,United Kingdom,5e4,2,FALSE,TRUE,1,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32552,Germany,45161.2903225806,2,FALSE,TRUE,500,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32580,United States,1e5,4,FALSE,TRUE,1e4,Not remote,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32589,United Kingdom,5e4,6,TRUE,FALSE,10,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
32592,United Kingdom,62500,10,TRUE,TRUE,100,Not remote,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32623,United States,194e3,20,TRUE,TRUE,20,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32640,Germany,62365.5913978495,4,FALSE,TRUE,1e3,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32654,United Kingdom,31250,6,FALSE,TRUE,20,Not remote,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
32665,United States,139e3,20,FALSE,TRUE,10,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32674,United Kingdom,56250,14,FALSE,TRUE,1,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32690,United Kingdom,43250,9,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32691,United States,1e5,5,FALSE,FALSE,10,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32710,Germany,62204.3010752688,4,FALSE,TRUE,10,Not remote,6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32714,United Kingdom,5e4,4,TRUE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32719,United States,83e3,5,FALSE,FALSE,1e4,Not remote,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32726,United Kingdom,81250,3,FALSE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32731,United Kingdom,62500,10,FALSE,FALSE,100,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32758,United States,52500,1,FALSE,TRUE,500,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32774,United Kingdom,31250,2,FALSE,FALSE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32789,United Kingdom,156250,20,TRUE,TRUE,100,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32801,Germany,66666.6666666667,7,TRUE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32812,Germany,70967.7419354839,15,FALSE,TRUE,500,Not remote,7,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
32821,Canada,98484.8484848485,18,TRUE,TRUE,100,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32843,United States,14e4,8,FALSE,TRUE,100,Not remote,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32844,United States,85e3,6,TRUE,TRUE,100,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32846,United States,16e4,7,TRUE,TRUE,20,Not remote,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
32848,Canada,49242.4242424242,4,TRUE,TRUE,100,Not remote,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32867,United States,69e3,8,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32880,United Kingdom,5e4,4,FALSE,TRUE,500,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32886,United States,42e3,3,FALSE,FALSE,1e4,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32892,United Kingdom,87500,8,FALSE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
32895,United States,75e3,3,FALSE,FALSE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32900,United States,123500,5,TRUE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32913,United States,1e5,20,FALSE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
32917,Germany,45161.2903225806,9,TRUE,FALSE,20,Not remote,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32919,United States,93e3,4,FALSE,TRUE,1,Not remote,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
32924,Canada,68181.8181818182,5,FALSE,TRUE,100,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32933,Canada,93181.8181818182,20,FALSE,TRUE,1e4,Not remote,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32955,United States,105e3,20,FALSE,FALSE,1e4,Not remote,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32959,United States,141e3,13,FALSE,FALSE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32964,United States,66e3,2,FALSE,TRUE,1e3,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
32970,United States,13e4,20,TRUE,TRUE,20,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32971,United States,6e4,2,FALSE,TRUE,5e3,Not remote,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32972,United States,97e3,11,TRUE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
32974,United States,102e3,20,FALSE,TRUE,100,Remote,10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32983,United States,71200,1,FALSE,TRUE,500,Not remote,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33003,United Kingdom,5e4,6,FALSE,FALSE,20,Remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
33016,United States,68500,4,TRUE,FALSE,1e4,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33044,United States,57600,4,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33047,Canada,45454.5454545455,2,FALSE,FALSE,20,Not remote,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33053,United States,6e4,1,FALSE,TRUE,20,Not remote,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33057,Canada,55681.8181818182,5,FALSE,FALSE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33074,United States,78e3,5,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33085,Germany,48387.0967741935,5,FALSE,TRUE,100,Not remote,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
33090,United States,105e3,5,FALSE,FALSE,10,Remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33093,United States,115e3,2,FALSE,TRUE,1e3,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33102,United States,133e3,7,TRUE,TRUE,1e4,Remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33103,Germany,53763.4408602151,4,FALSE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33106,United States,115e3,3,TRUE,TRUE,1e3,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33112,United States,165e3,20,TRUE,FALSE,20,Not remote,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
33126,United States,141e3,14,TRUE,TRUE,5e3,Not remote,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33127,United States,115e3,11,FALSE,FALSE,100,Remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33130,United States,105e3,2,FALSE,FALSE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33136,United States,85e3,11,FALSE,TRUE,1e3,Not remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33137,United States,12e4,12,TRUE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33138,United States,165e3,20,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33141,Canada,62121.2121212121,17,FALSE,TRUE,500,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33146,United States,8e4,5,FALSE,TRUE,1e4,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33170,United States,1e5,2,TRUE,TRUE,20,Not remote,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33173,United States,117e3,13,TRUE,TRUE,500,Not remote,10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
33178,United States,11e4,4,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33183,United States,125e3,20,FALSE,FALSE,100,Remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
33189,United Kingdom,78e3,7,FALSE,TRUE,1e4,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33196,United States,57e3,1,TRUE,TRUE,1e3,Not remote,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33202,United States,73e3,4,FALSE,TRUE,1e4,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33216,Canada,67424.2424242424,13,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33226,United Kingdom,87500,7,TRUE,TRUE,20,Remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33250,United States,112e3,13,TRUE,TRUE,100,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33271,United States,92e3,8,TRUE,TRUE,1e4,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33273,Canada,49242.4242424242,5,FALSE,TRUE,1e3,Not remote,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33296,United States,65e3,2,FALSE,TRUE,10,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33314,India,8075.17251504918,5,TRUE,TRUE,10,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33317,Canada,68939.3939393939,16,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
33321,India,10277.4922918808,5,TRUE,TRUE,20,Not remote,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33322,India,1761.85582146528,1,FALSE,TRUE,20,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33329,United States,92500,4,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
33337,India,1761.85582146528,1,FALSE,FALSE,10,Remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33362,United States,145e3,5,TRUE,TRUE,1e3,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33373,India,29364.2636910879,9,FALSE,FALSE,10,Remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33402,India,4991.92482748495,2,FALSE,FALSE,20,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
33415,United States,127834,16,TRUE,FALSE,1e3,Not remote,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33435,India,6606.95933049479,3,TRUE,FALSE,100,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33474,Germany,64516.1290322581,1,FALSE,TRUE,1e3,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33498,India,4110.99691675231,1,FALSE,TRUE,1e4,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33503,Germany,69892.4731182796,3,FALSE,TRUE,10,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33513,Germany,58064.5161290323,5,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
33523,Germany,51612.9032258064,4,FALSE,FALSE,1e4,Not remote,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
33527,United Kingdom,58750,3,FALSE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33535,Germany,49462.3655913978,4,FALSE,FALSE,20,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33540,India,12112.7587725738,6,TRUE,TRUE,20,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33541,India,8075.17251504918,2,FALSE,TRUE,500,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
33558,Germany,29032.2580645161,1,FALSE,FALSE,10,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
33579,Germany,48387.0967741935,7,FALSE,TRUE,20,Not remote,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
33583,United States,138e3,15,FALSE,TRUE,1e4,Not remote,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33586,United Kingdom,5e4,3,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
