case_identifier,turnout16_2016,RIGGED_SYSTEM_1_2016,RIGGED_SYSTEM_2_2016,RIGGED_SYSTEM_3_2016,RIGGED_SYSTEM_4_2016,RIGGED_SYSTEM_5_2016,RIGGED_SYSTEM_6_2016,track_2016,persfinretro_2016,econtrend_2016,Americatrend_2016,futuretrend_2016,wealth_2016,values_culture_2016,US_respect_2016,trustgovt_2016,trust_people_2016,helpful_people_2016,fair_people_2016,imiss_a_2016,imiss_b_2016,imiss_c_2016,imiss_d_2016,imiss_e_2016,imiss_f_2016,imiss_g_2016,imiss_h_2016,imiss_i_2016,imiss_j_2016,imiss_k_2016,imiss_l_2016,imiss_m_2016,imiss_n_2016,imiss_o_2016,imiss_p_2016,imiss_q_2016,imiss_r_2016,imiss_s_2016,imiss_t_2016,imiss_u_2016,imiss_x_2016,imiss_y_2016
43490726,Voted,3,3,2,2,2,2,3,2,2,2,2,8,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
43491371,Voted,2,1,3,1,2,1,2,2,2,4,4,1,3,3,3,1,2,1,2,1,1,4,1,2,4,2,2,1,1,4,2,2,1,1,2,1,2,2,1,3,4
43493819,Voted,3,2,2,3,3,2,1,2,1,2,3,2,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1
43496630,Voted,2,2,2,3,2,2,1,2,1,2,3,2,2,2,2,2,1,2,1,2,3,3,2,3,3,3,3,2,3,3,1,2,1,2,2,2,2,3,3,2,2
43500278,Voted,2,2,2,1,1,1,2,3,4,3,3,8,3,3,3,1,2,1,1,1,1,2,1,1,4,4,2,1,1,3,1,2,1,1,1,1,3,1,1,2,2
43500329,Voted,2,2,2,2,2,2,2,2,3,1,3,2,3,3,3,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
43500929,Voted,2,2,1,3,1,1,1,3,1,1,1,2,3,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1
43508810,Voted,2,4,1,2,2,2,2,4,4,3,3,2,3,3,3,1,8,1,1,1,2,1,2,2,2,2,3,1,2,1,1,3,1,3,1,1,1,3,1,1,1
43509149,Voted,3,3,1,2,2,1,2,2,3,3,3,2,3,3,3,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1
43510238,Voted,2,3,2,2,2,2,2,1,2,1,1,2,2,2,3,2,1,2,2,2,2,3,1,1,4,1,2,1,2,3,1,2,2,2,2,2,1,3,2,1,2
43512629,Voted,3,3,1,3,2,2,2,3,4,1,2,2,2,2,3,1,1,2,1,1,3,2,2,1,3,1,2,1,1,2,1,1,2,2,2,1,1,2,3,1,2
43512848,Voted,3,3,2,3,2,2,1,2,2,1,4,1,3,3,3,2,1,2,1,1,3,2,2,2,3,2,2,1,2,3,1,3,1,2,2,2,2,2,3,2,3
43513292,Voted,3,3,2,4,3,3,1,1,1,1,2,2,8,2,3,1,2,1,1,2,3,1,4,3,2,1,1,2,3,1,2,1,2,3,1,2,3,1,3,1,1
43515497,Voted,4,3,1,2,2,1,2,2,2,1,3,1,3,8,3,1,2,1,1,2,2,1,2,1,4,1,1,1,4,1,1,1,1,3,1,1,1,3,1,1,3
43515848,Voted,3,2,2,3,3,2,1,2,1,3,4,2,8,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43521032,Voted,3,4,1,3,3,1,2,3,3,1,3,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
43523675,Voted,1,1,1,1,2,1,2,2,2,2,1,1,3,2,3,2,2,8,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4
43523834,Voted,1,4,1,1,4,1,1,2,3,3,3,2,8,2,3,1,1,1,1,1,4,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
43527938,Voted,3,3,1,2,2,1,1,1,2,1,4,2,3,3,3,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
43531574,Voted,2,3,2,2,2,2,1,2,1,1,1,2,3,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
43535042,Voted,2,4,1,1,2,1,2,3,3,3,3,2,3,3,3,1,2,1,2,1,2,2,1,2,4,4,4,1,1,2,1,4,4,2,1,2,1,4,3,4,4
43538015,Voted,1,2,2,1,1,3,3,2,2,3,3,8,3,3,3,1,1,2,1,1,2,1,4,1,1,4,4,2,1,3,1,2,1,1,4,1,2,4,1,3,3
43539386,Voted,2,3,1,2,2,2,2,2,4,2,2,2,3,3,3,1,2,1,2,1,2,1,2,2,4,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,3
43540157,Voted,3,4,1,3,2,1,2,1,1,3,3,2,3,3,3,1,2,1,2,1,2,1,3,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1
43542881,Voted,4,3,1,1,1,1,3,3,2,1,1,8,3,3,3,1,2,1,1,1,1,2,1,2,3,1,2,1,1,3,1,1,1,1,1,1,1,4,1,2,3
43545515,Voted,2,1,1,1,1,2,2,1,3,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
43546307,Voted,3,3,2,2,3,2,2,2,4,1,3,2,3,3,3,1,2,8,1,1,2,2,1,1,3,2,2,1,2,3,1,2,1,2,1,1,1,1,2,1,2
43554068,Voted,2,3,2,2,2,2,1,2,1,3,3,2,3,3,3,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1
43557014,Voted,1,3,1,2,1,1,2,3,3,3,3,2,3,3,3,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1
43561583,Voted,3,1,3,1,3,3,2,3,2,3,4,1,2,3,3,1,8,1,1,1,2,2,2,1,3,1,3,1,2,3,2,2,1,1,2,1,1,2,1,2,3
43564721,Voted,4,2,2,3,4,2,1,2,1,2,2,2,3,3,3,2,1,2,3,1,1,2,1,3,4,1,3,3,4,2,2,2,2,3,2,2,3,2,3,1,3
43568354,Voted,3,2,2,2,2,2,3,2,2,3,2,8,3,3,3,2,1,2,2,1,1,2,1,3,3,2,2,2,1,3,2,1,2,1,2,2,2,3,1,2,3
43571942,Voted,3,2,2,1,3,3,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,3,2,2,2,2,2,1,1
43573367,Voted,2,3,1,2,2,2,2,2,2,3,3,2,3,3,3,1,2,8,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1
43575965,Voted,2,2,1,1,1,1,2,2,2,2,1,2,3,2,3,1,2,8,2,1,2,1,1,2,2,1,1,1,3,1,2,3,1,2,1,1,2,2,2,2,1
43589798,Voted,3,2,2,2,3,3,1,1,1,1,4,8,1,1,2,2,1,2,3,1,2,2,2,3,3,3,2,2,2,2,1,2,1,3,3,1,1,3,3,2,3
43590905,Did not vote,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43604303,Voted,2,2,1,1,2,1,2,3,3,2,3,2,3,3,3,1,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1
43608092,Voted,2,3,1,2,1,1,2,3,3,3,4,2,3,3,3,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2
43609823,Voted,3,3,2,3,3,3,1,2,1,2,1,2,2,3,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1
43610594,Voted,1,2,1,2,2,3,2,2,2,3,3,2,3,3,3,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2
43612367,Voted,2,3,2,1,2,2,2,3,3,3,3,1,3,3,3,1,2,1,2,1,2,2,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1
43627610,Voted,3,2,1,2,2,1,3,3,3,2,2,2,3,3,3,1,2,1,2,1,3,1,3,2,2,3,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1
43641686,Voted,2,4,1,1,1,3,2,2,2,3,3,2,3,3,3,1,8,8,2,2,1,1,4,2,1,1,2,1,1,1,1,2,1,3,1,2,1,1,2,1,1
43642400,Voted,3,2,2,3,3,3,1,2,2,4,1,8,2,8,2,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
43649693,Voted,2,3,1,2,2,1,2,3,3,3,2,2,2,8,3,1,2,1,2,1,3,1,2,2,3,2,2,1,2,1,1,2,1,3,1,2,1,3,2,1,3
43651985,Voted,1,4,1,1,1,1,2,2,3,3,3,2,8,8,3,8,8,1,1,4,4,2,3,1,1,4,1,2,4,4,3,4,2,4,2,3,4,1,4,1,1
43659575,Voted,3,1,4,2,3,2,2,2,2,3,4,1,3,3,3,2,1,2,1,1,1,2,1,1,2,1,2,1,1,3,1,1,1,1,2,1,1,3,1,2,2
43660946,Voted,1,2,1,2,2,2,3,2,2,3,4,2,3,3,3,1,1,2,2,2,2,3,2,1,4,2,1,1,1,3,1,3,2,2,1,2,1,4,2,2,3
43665188,Voted,3,1,3,1,2,2,2,2,2,2,3,1,2,3,3,1,2,1,1,1,1,3,1,1,2,1,1,2,1,3,1,2,1,1,2,1,1,3,1,3,2
43666070,Voted,3,2,2,1,1,2,2,3,3,3,3,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1
43667516,Voted,3,1,2,1,2,1,2,2,2,3,3,1,3,3,3,8,8,8,1,1,1,2,2,1,4,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,4
43677311,Voted,2,3,1,2,1,1,2,2,2,3,3,2,3,3,3,1,8,1,1,2,1,2,3,1,4,2,3,2,2,2,1,1,2,2,3,1,1,2,1,3,3
43680773,Voted,3,3,2,1,2,2,2,2,3,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,2,2,1,1,1,3,1,1,1,1,2,2,1,1,1,2,2
43683956,Voted,3,3,1,2,2,1,1,1,2,1,4,2,2,3,3,8,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,3,2,2,2
43684841,Voted,3,3,2,1,2,3,2,3,2,1,3,1,3,3,3,1,8,1,1,1,1,2,4,1,4,1,4,1,2,4,1,4,1,1,1,1,1,4,1,2,2
43685252,Voted,4,4,1,4,3,4,2,2,3,1,4,2,1,3,3,1,2,1,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,4,1,3,1,1,4,3,1
43692710,Voted,3,2,3,2,3,2,2,2,1,3,4,8,3,3,3,2,1,2,2,1,2,2,1,1,4,2,2,1,2,3,1,3,2,1,2,2,1,2,2,2,2
43738454,Voted,4,1,2,1,4,1,2,3,3,3,3,2,3,3,3,1,2,1,3,1,2,3,2,1,3,3,3,2,3,3,2,2,2,2,2,1,2,3,1,3,3
43739240,Voted,3,2,2,1,3,2,2,1,2,1,1,1,3,3,3,2,1,2,1,1,2,2,1,1,3,2,1,1,3,3,1,2,1,1,2,1,2,2,1,2,2
43748579,Did not vote,3,2,3,1,3,2,1,3,2,3,3,2,3,3,3,1,2,1,2,1,1,3,1,1,4,1,3,2,1,3,1,2,1,2,2,1,1,3,1,3,3
43767803,Voted,3,4,1,2,2,1,2,1,2,3,4,2,8,3,3,8,1,2,2,1,2,4,3,1,2,3,3,1,2,4,2,3,1,3,2,2,2,2,3,2,2
43779776,Did not vote,2,2,3,2,3,2,2,2,2,2,2,1,2,3,3,2,1,2,2,1,2,2,1,2,2,1,2,1,1,3,1,2,1,1,2,1,2,2,1,1,1
43788545,Voted,3,2,3,2,3,3,2,2,2,1,2,1,3,3,3,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2
43817438,Voted,1,3,1,1,2,1,1,1,3,1,3,2,2,2,2,1,2,2,1,1,4,1,2,1,3,1,1,1,4,1,1,3,1,1,1,1,1,3,2,1,1
43852184,Voted,2,1,2,2,1,1,1,2,1,1,2,2,2,3,3,2,1,2,1,1,2,1,1,1,3,1,1,1,2,2,1,2,1,2,1,1,2,1,3,1,2
43852847,Voted,4,3,1,2,3,1,2,2,2,3,3,2,2,3,3,8,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1
43859558,Voted,3,3,2,3,3,2,1,2,2,1,1,2,2,3,3,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,3,2,1,1
43864187,Voted,3,4,1,2,3,2,1,1,1,1,4,8,3,1,3,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2
43864823,Voted,2,2,1,2,2,2,2,2,2,3,4,2,3,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,3,1,2,3
43868252,Voted,3,4,1,3,2,1,1,2,1,1,3,2,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43876460,Voted,2,2,1,1,2,1,2,2,3,2,3,2,3,3,3,2,2,8,2,2,2,1,2,1,1,1,2,1,3,1,1,2,2,2,2,1,1,1,4,1,1
43877327,Voted,3,4,1,2,1,1,1,2,2,2,2,2,3,3,3,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,3
43878023,Did not vote,3,2,3,2,2,3,2,2,2,2,3,1,3,3,3,1,1,2,2,1,1,2,3,2,3,1,3,1,1,2,2,2,1,1,3,1,2,4,1,3,3
43883234,Voted,3,1,3,1,3,2,1,1,2,3,1,1,3,3,3,2,1,2,1,1,2,2,1,1,3,1,2,1,2,3,2,1,2,2,2,1,3,1,2,3,3
43884404,Voted,2,3,1,2,3,2,3,2,1,2,2,2,1,3,3,1,2,1,1,1,2,1,3,1,2,1,3,1,2,1,1,2,2,2,2,1,2,3,1,2,3
43885064,Voted,1,4,1,1,1,1,3,2,2,2,2,8,8,8,3,1,2,1,1,1,2,2,1,2,3,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1
43885106,Voted,2,3,1,2,2,1,2,2,1,3,4,2,8,3,3,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1
43891664,Voted,4,2,1,3,2,1,1,2,1,1,1,2,1,1,3,1,2,1,2,2,2,1,3,2,1,2,2,1,2,1,1,3,2,1,4,2,1,2,1,1,2
43902902,Voted,4,1,2,3,4,3,1,2,1,1,1,1,2,3,3,1,1,1,1,1,1,2,1,1,4,1,2,1,2,2,1,3,1,2,1,2,1,1,2,2,4
43920959,Voted,2,4,1,2,1,1,3,2,4,3,3,2,3,3,2,1,1,2,2,2,2,1,1,1,3,2,3,2,3,2,2,2,1,2,2,1,3,3,3,1,1
43925834,Voted,2,2,2,1,1,1,2,2,3,3,3,8,3,3,3,2,1,2,1,1,1,2,1,2,4,2,4,1,2,4,2,2,1,1,3,1,3,1,1,3,4
43926794,Voted,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,3,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,3,2,2,2
43951112,Voted,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
43955816,Voted,2,2,2,3,3,2,2,1,2,3,3,2,3,3,3,1,1,2,1,1,1,2,2,1,2,1,3,1,2,3,1,1,1,1,1,1,2,3,3,2,2
43961174,Voted,3,1,3,1,3,1,2,3,2,3,2,1,3,3,3,1,2,2,1,1,1,3,1,1,3,3,3,3,1,4,2,2,1,1,3,1,4,1,1,4,3
43963544,Voted,1,4,1,3,1,2,2,3,3,3,3,2,2,3,3,2,1,2,1,1,3,1,2,2,1,1,1,1,1,1,3,1,1,2,1,4,3,2,1,1,1
43978613,Voted,3,3,2,4,3,2,1,2,2,1,2,2,1,3,3,2,1,2,2,1,1,2,2,2,3,1,2,1,2,2,1,1,1,1,1,1,1,4,2,2,1
43980689,Voted,3,2,2,1,3,2,2,2,2,1,4,1,2,3,3,1,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2
44011142,Voted,3,1,3,2,2,1,2,1,2,3,3,1,3,3,3,2,2,8,1,1,1,2,1,1,4,1,4,1,1,4,1,1,2,1,2,1,2,4,1,4,4
44025368,Voted,4,3,3,1,2,1,2,2,2,3,1,2,3,3,3,1,2,1,1,1,1,2,1,1,2,1,2,2,1,4,1,1,1,1,1,1,1,3,1,2,3
44026028,Voted,4,4,1,3,3,4,2,1,4,1,1,2,1,3,3,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,3,1,1
44042945,Voted,2,3,1,2,2,2,2,2,1,3,4,2,2,2,3,2,2,1,2,1,3,2,4,3,3,1,2,1,1,2,2,2,2,3,2,2,2,3,4,2,3
44064509,Voted,2,2,2,2,2,1,1,2,2,3,2,1,2,3,3,2,1,2,2,2,2,2,1,2,3,1,3,2,1,2,2,1,2,1,2,2,2,1,1,3,3
44106773,Voted,3,3,1,3,2,1,2,2,4,1,3,2,3,3,3,1,2,1,2,1,2,2,1,3,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
44131067,Voted,2,2,1,1,1,1,3,2,3,3,3,2,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
44131184,Voted,3,4,1,4,3,3,2,2,1,1,3,2,3,1,3,2,1,8,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,4,2,1,2
44143724,Voted,3,2,3,2,3,3,1,2,2,1,1,1,3,3,3,1,1,8,1,1,2,2,1,1,4,1,2,1,3,4,1,1,1,1,2,2,2,1,1,2,4
44208047,Voted,3,3,1,3,2,1,2,1,1,1,1,2,1,1,3,1,2,2,3,2,2,2,1,4,1,2,2,1,2,2,2,2,2,3,1,2,3,1,2,1,1
44213333,Voted,4,2,2,2,2,1,2,3,3,3,3,1,3,3,3,2,2,2,1,1,2,2,1,1,3,1,3,2,3,2,2,1,1,1,2,1,2,2,1,3,3
44219498,Voted,3,2,2,3,3,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,4,2,3,1,2,2,2,2,2,1,2,3,2,2,1,2,3,4,3,2,2
44222756,Voted,3,3,1,2,1,1,2,2,2,3,4,2,3,3,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2
44232389,Voted,3,2,2,2,3,1,3,3,2,3,1,2,1,3,3,2,1,2,1,1,2,2,2,1,1,2,2,1,1,3,1,2,1,1,2,1,1,2,1,2,2
44234312,Voted,3,3,1,1,3,1,2,1,2,3,3,2,2,3,3,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1
44310578,Voted,1,3,1,1,2,2,2,2,2,3,3,2,3,3,3,1,2,1,2,1,2,2,1,2,2,1,1,1,2,3,1,2,1,1,2,1,2,2,2,2,2
44318765,Voted,2,2,2,2,3,2,1,2,2,3,3,1,1,2,2,2,8,2,2,1,2,2,3,1,3,2,3,2,1,3,2,1,1,1,2,1,2,3,1,2,2
44335652,Voted,3,3,3,1,3,2,2,3,2,1,2,1,3,3,3,1,2,2,1,1,1,2,1,1,2,1,3,1,2,2,1,2,1,1,1,1,1,3,1,1,1
44336324,Voted,2,3,1,2,2,1,1,2,1,1,3,2,3,3,3,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2
44377967,Voted,3,3,1,2,3,1,2,2,2,2,4,2,3,3,2,1,1,8,3,2,2,2,1,2,3,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1
44393819,Voted,2,2,1,2,3,2,2,2,4,1,4,2,3,2,3,2,2,8,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1
44424662,Voted,3,3,1,2,3,1,2,1,2,1,3,2,2,8,3,2,8,2,2,2,4,1,3,3,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1
44426540,Voted,2,3,1,4,2,1,2,3,3,3,2,2,3,3,3,1,2,1,1,1,1,3,3,1,1,2,3,1,1,4,1,1,1,1,2,1,1,3,1,3,3
44453930,Voted,1,4,1,1,1,1,2,2,1,1,4,2,8,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
44465795,Voted,2,3,1,2,2,1,3,2,2,4,4,2,2,3,2,1,2,1,2,2,2,1,1,1,2,2,3,2,3,1,2,2,2,2,2,1,2,3,2,2,2
44469296,Voted,3,2,3,2,3,3,1,2,1,1,1,1,3,3,3,2,1,2,1,1,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2
44471018,Voted,1,3,1,2,2,2,1,2,2,2,3,2,3,3,3,1,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,3,3,2,1,3,2,3,3
44476076,Voted,3,3,1,1,3,1,2,2,3,3,3,2,3,3,3,1,8,1,1,1,2,1,1,1,4,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2
44498108,Voted,3,3,1,2,2,2,2,2,2,3,3,2,3,3,3,1,2,1,3,1,1,1,4,3,1,2,3,1,3,1,2,3,1,2,1,1,2,4,3,3,1
44553239,Voted,3,2,3,2,3,3,2,2,2,3,4,1,3,3,3,8,1,2,1,1,1,2,1,1,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2
44564327,Voted,4,4,1,4,4,1,2,1,3,1,3,2,1,3,3,2,1,8,2,2,2,1,4,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,3,1,1
44566076,Voted,2,4,1,3,1,1,2,2,1,3,4,2,3,3,3,1,1,8,2,1,1,2,2,1,4,1,2,1,1,2,1,1,1,1,1,1,1,4,1,1,1
44566232,Voted,2,3,1,1,1,1,2,2,2,3,1,2,1,2,3,2,1,2,2,3,3,1,3,3,1,1,3,2,1,1,2,2,3,2,3,2,4,1,2,1,1
44568503,Voted,2,1,1,1,1,1,1,2,1,3,3,2,3,3,3,1,2,1,1,1,1,2,2,1,4,2,2,1,2,2,1,3,2,2,2,2,1,1,3,3,2
44578892,Voted,3,2,2,3,3,3,2,2,1,1,1,2,8,2,3,2,1,2,1,2,3,1,3,2,2,1,3,1,2,2,1,2,2,2,2,2,1,3,3,1,2
44612666,Voted,3,2,2,3,3,1,2,1,1,1,1,2,2,3,2,1,1,1,1,1,1,2,1,2,4,1,1,1,1,2,2,1,1,1,2,1,2,4,2,2,4
44615069,Voted,4,3,1,3,2,3,2,1,2,1,4,2,8,3,3,2,1,8,2,2,3,1,3,2,2,1,1,1,2,1,1,2,2,3,2,3,2,1,3,2,1
44628992,Voted,4,2,2,2,2,1,1,1,1,1,1,2,3,3,3,1,2,1,1,1,1,1,3,1,2,1,1,1,2,1,1,2,1,3,1,1,1,2,2,2,2
44643896,Voted,2,2,1,1,2,2,2,2,1,3,3,2,3,3,3,1,2,1,1,1,1,1,2,1,3,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2
44649632,Voted,2,2,1,2,2,1,3,2,2,1,1,2,3,3,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
44659346,Voted,3,1,3,1,2,2,2,3,3,3,4,1,3,3,3,2,1,8,1,1,1,2,1,1,2,3,3,1,2,4,1,2,1,1,2,1,1,1,1,2,2
44682731,Voted,2,2,3,1,4,1,2,2,2,3,2,1,3,3,3,1,2,1,1,2,1,3,1,1,4,1,2,1,1,3,2,1,1,1,2,1,1,1,2,2,2
44701751,Voted,3,2,1,3,1,1,2,2,2,3,2,2,2,3,3,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,3,3,2,1,1,1,2,2,2,2
44702696,Voted,3,2,3,3,3,2,3,1,1,3,2,8,3,3,2,2,1,2,1,1,3,3,1,2,4,1,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2
44707697,Voted,3,3,2,3,2,1,3,2,2,1,2,2,1,2,3,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,3,2,3,1,2,2,1,3,1,1
44710628,Voted,3,3,2,3,2,1,3,4,4,2,1,2,1,3,3,8,1,1,2,1,2,1,1,3,1,1,2,1,3,1,2,2,2,3,1,3,1,3,3,1,1
44720387,Voted,3,3,1,3,3,3,2,2,1,2,3,2,1,2,3,2,1,2,2,1,3,1,1,3,2,1,2,1,1,1,2,1,1,4,1,3,1,1,4,1,1
44730947,Voted,2,2,2,2,2,2,2,2,2,3,4,1,3,8,3,1,2,1,1,1,1,3,4,1,4,3,3,1,3,3,4,2,2,1,3,1,4,2,3,4,4
44813270,Voted,3,2,2,2,2,2,3,2,2,3,2,2,2,3,3,1,2,1,1,2,3,3,2,1,3,1,2,3,2,4,3,2,2,2,2,2,3,2,3,2,3
44837888,Voted,2,1,2,1,3,1,2,2,3,3,3,1,3,3,3,1,2,1,1,1,2,2,4,1,4,3,3,2,2,3,2,1,1,1,4,1,4,4,1,4,4
44839184,Voted,2,3,1,2,3,1,1,2,1,1,4,2,1,8,3,1,1,8,2,2,2,1,1,2,1,1,3,2,2,1,1,2,1,3,1,2,1,4,2,1,1
44894939,Voted,2,3,2,2,3,2,2,3,4,3,3,8,1,3,3,2,1,2,3,1,3,1,2,3,1,2,3,2,3,1,2,2,2,1,3,1,3,2,3,2,1
44906174,Voted,1,4,1,2,1,1,2,3,3,3,3,2,3,3,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1
44928773,Voted,4,4,1,2,1,1,2,2,2,3,3,2,3,3,3,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,3,2,1
44964776,Voted,4,4,1,3,3,3,3,2,2,1,4,2,8,8,3,2,1,2,3,2,2,1,2,3,2,1,2,2,3,1,2,2,2,4,2,4,1,1,4,2,1
44992694,Voted,3,3,1,1,2,1,2,2,2,3,4,2,3,3,3,8,8,8,1,1,3,1,4,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1
44998337,Voted,1,3,1,3,2,1,2,2,3,2,3,2,3,3,3,2,1,2,1,1,2,2,1,1,2,1,2,1,3,2,1,1,1,2,2,2,1,2,3,2,2
45003989,Voted,3,3,2,2,2,2,2,3,3,3,3,2,3,3,3,1,2,1,2,1,1,2,3,1,1,1,1,1,3,1,2,2,1,2,2,1,2,1,2,1,1
45050261,Voted,4,2,1,3,3,2,1,2,1,1,1,2,1,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,3,3,1,1
45061484,Voted,4,4,1,1,3,1,2,2,2,3,4,2,2,3,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1
45126362,Voted,3,4,1,4,3,1,2,2,1,3,3,2,1,3,3,2,1,2,2,1,2,1,2,3,2,1,1,1,1,1,1,1,1,2,1,3,1,1,3,1,1
